"","id_acidente","codloga","logradouroA","codlogb","logradouroB","alt_num","referencia","data","cod_acid","tipo_acidente","dp","numero_BO","sentido","pista","automovel","moto","onibus","caminhao","bicicleta","moto_taxi","onibus_fretado","onibus_urbano","microonibus","van","vuc","caminhonete","carreta","jipe","outros","sem_informacao","carroca","princ_a","paiA","princ_b","paiB","cod_distrito","distrito","vit_ferida","vit_morta","local","lat","lon"
"5820","D041301949",3895,"CAJUPIRANGA, RUA",8911,"IBIRANHEM, RUA",0,"","01/04/2013 08:00",2,"QM",64,2701," "," ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3895,"CAJUPIRANGA, RUA",8911,"IBIRANHEM, RUA",85,"VILA ANDRADE",1,0,"CAJUPIRANGA, RUA SAO PAULO SP &  IBIRANHEM, RUA SAO PAULO SP",-23.5293343,-46.4828798
"5821","D041301034",2479,"ATILIO PIFFER, RUA",20043,"ZANZIBAR, RUA",0,"","01/04/2013 08:00",2,"CF",13,3458," "," ",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2479,"ATILIO PIFFER, RUA",20043,"ZANZIBAR, RUA",21,"CASA VERDE",1,0,"ATILIO PIFFER, RUA SAO PAULO SP &  ZANZIBAR, RUA SAO PAULO SP",-23.5101768,-46.65999
"5823","D041300154",543,"ALCANTARA MACHADO, AV",NA,"",180,"","01/04/2013 08:25",2,"CO",8,2349," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,"ALCANTARA MACHADO, AV",NA,"",10,"BRAS",1,0,"ALCANTARA MACHADO, AV 180 SAO PAULO SP",-23.5489946,-46.6038777
"5824","D041301783",3509,"BELMIRA MARIN, AV DONA",NA,"",2583,"","01/04/2013 08:30",2,"CO",101,2289," "," ",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3509,"BELMIRA MARIN, AV DONA",NA,"",30,"GRAJAU",2,0,"BELMIRA MARIN, AV DONA 2583 SAO PAULO SP",-23.7551733,-46.676312
"5825","D041300493",7461,"FRANCISCO INACIO, RUA CEL",16994,"RENO, RUA DO",0,"","01/04/2013 08:30",2,"SI",95,1564," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7461,"FRANCISCO INACIO, RUA CEL",16994,"RENO, RUA DO",69,"SACOMA",1,0,"FRANCISCO INACIO, RUA CEL SAO PAULO SP &  RENO, RUA DO SAO PAULO SP",-23.6117832,-46.6015827
"5826","D041301948",3861,"TREVO DE SANTA MARIA, RUA",NA,"",579,"","01/04/2013 09:00",2,"CO",64,2689," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3861,"TREVO DE SANTA MARIA, RUA",NA,"",36,"ITAQUERA",1,0,"TREVO DE SANTA MARIA, RUA 579 SAO PAULO SP",-23.5157331,-46.4624972
"5827","D041300566",4593,"CATAO, RUA",NA,"",72,"","01/04/2013 09:00",4,"AT",7,2258," "," ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4593,"CATAO, RUA",NA,"",48,"LAPA",1,0,"CATAO, RUA 72 SAO PAULO SP",-23.523189,-46.7005837
"5828","D041302095",37222,"PALANQUE, ES DO",NA,"",2010,"","01/04/2013 09:15",2,"QF",54,1835," "," ",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37222,"PALANQUE, ES DO",NA,"",50,"LIMAO",1,0,"PALANQUE, ES DO 2010 SAO PAULO SP",-23.5505199,-46.6333094
"5829","D041301241",15751,"PAULO GARCIA AQUILINE, RUA",NA,"",510,"","01/04/2013 09:15",4,"AT",45,983," "," ",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15751,"PAULO GARCIA AQUILINE, RUA",NA,"",11,"BRASILANDIA",1,0,"PAULO GARCIA AQUILINE, RUA 510 SAO PAULO SP",-23.4690754,-46.6856009
"5830","D041300093",21064,"PLINIO DE QUEIROZ, VD DR",14804,"NOVE DE JULHO, AV",0,"","01/04/2013 09:30",2,"CO",4,2531," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14804,"NOVE DE JULHO, AV",21064,"PLINIO DE QUEIROZ, VD DR",NA,"",1,0,"PLINIO DE QUEIROZ, VD DR SAO PAULO SP &  NOVE DE JULHO, AV SAO PAULO SP",-23.5557616,-46.6499383
"5831","D041300215",19583,"VERGUEIRO, RUA",2762,"BALTAZAR LISBOA, RUA",0,"","01/04/2013 09:30",2,"CO",6,4239," "," ",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14642,"NOE AZEVEDO, AV PROF",19583,"VERGUEIRO, RUA",92,"VILA MARIANA",1,0,"VERGUEIRO, RUA SAO PAULO SP &  BALTAZAR LISBOA, RUA SAO PAULO SP",-23.6104332,-46.6085751
"5832","D041301079",5845,"DIAS DA SILVA, RUA",NA,"",658,"","01/04/2013 09:34",2,"CL",19,1253," "," ",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5845,"DIAS DA SILVA, RUA",NA,"",91,"VILA MARIA",1,0,"DIAS DA SILVA, RUA 658 SAO PAULO SP",-23.5200641,-46.5895982
"5834","D041300012",13853,"MERCURIO, AV",NA,"",500,"","01/04/2013 09:41",4,"AT",1,2922," "," ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13853,"MERCURIO, AV",NA,"",9,"BOM RETIRO",1,0,"MERCURIO, AV 500 SAO PAULO SP",-23.5409484,-46.6285298
"5835","D041301414",6932,"FEIJO, AV REG",NA,"",640,"","01/04/2013 10:00",2,"CO",30,1794," "," ",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6932,"FEIJO, AV REG",NA,"",1,"AGUA RASA",1,0,"FEIJO, AV REG 640 SAO PAULO SP",-22.9061599,-47.0598854
"5836","D041300989",36061,"LUIZ DUMONT VILLARES, AV",NA,"",3000,"","01/04/2013 10:00",2,"QD",9,1920,"B"," ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36061,"LUIZ DUMONT VILLARES, AV",NA,"",22,"CIDADE ADEMAR",1,0,"LUIZ DUMONT VILLARES, AV 3000 SAO PAULO SP",-23.4856101,-46.6082978
"5837","D041300119",10342,"JOAO JULIAO, RUA",NA,"",100,"","01/04/2013 10:00",4,"AT",5,1738," "," ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10342,"JOAO JULIAO, RUA",NA,"",7,"BELA VISTA",1,0,"JOAO JULIAO, RUA 100 SAO PAULO SP",-23.597903,-46.6215578
"5838","D041300005",1521,"ANTONIO, RUA STO",NA,"",211,"","01/04/2013 10:07",2,"CO",1,2584," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1521,"ANTONIO, RUA STO",NA,"",67,"REPUBLICA",1,0,"ANTONIO, RUA STO 211 SAO PAULO SP",-23.5501594,-46.6410726
"5839","D041300811",13019,"ESCOLA POLITECNICA, AV",NA,"",5950,"","01/04/2013 10:23",2,"QM",51,1509," "," ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13019,"ESCOLA POLITECNICA, AV",NA,"",40,"JAGUARE",1,0,"ESCOLA POLITECNICA, AV 5950 SAO PAULO SP",-23.5804879,-46.7717171
"5840","D041301039",15038,"ORDEM E PROGRESSO, AV",NA,"",1000,"","01/04/2013 10:30",2,"QD",13,3476," "," ",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15038,"ORDEM E PROGRESSO, AV",NA,"",35,"ITAIM PAULISTA",1,0,"ORDEM E PROGRESSO, AV 1000 SAO PAULO SP",-23.5188286,-46.6672041
"5842","D041301307",5350,"CORREDOR, ES DO",62388,"IVO CAVALCANTI, RUA",0,"","01/04/2013 10:45",2,"CO",74,1484," "," ",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5350,"CORREDOR, ES DO",62388,"IVO CAVALCANTI, RUA",41,"JARAGUA",2,0,"CORREDOR, ES DO SAO PAULO SP &  IVO CAVALCANTI, RUA SAO PAULO SP",-23.5505199,-46.6333094
"5843","D041300407",66,"ABRAAO DE MORAIS, AV PROF",6347,"ELISA SILVEIRA, RUA",0,"","01/04/2013 11:00",4,"AT",35,2889," "," ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,"ABRAAO DE MORAIS, AV PROF",6347,"ELISA SILVEIRA, RUA",79,"SAUDE",1,0,"ABRAAO DE MORAIS, AV PROF SAO PAULO SP &  ELISA SILVEIRA, RUA SAO PAULO SP",-23.6072122,-46.6270066
"5844","D041301035",15038,"ORDEM E PROGRESSO, AV",NA,"",1020,"","01/04/2013 11:18",2,"CT",13,3462," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15038,"ORDEM E PROGRESSO, AV",NA,"",35,"ITAIM PAULISTA",1,0,"ORDEM E PROGRESSO, AV 1020 SAO PAULO SP",-23.5188286,-46.6672041
"5845","D041300685",18410,"SOLIMOES, RUA",1427,"ANHANGUERA, RUA",0,"","01/04/2013 11:25",2,"CO",23,900154," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1427,"ANHANGUERA, RUA",18410,"SOLIMOES, RUA",70,"SANTA CECILIA",1,0,"SOLIMOES, RUA SAO PAULO SP &  ANHANGUERA, RUA SAO PAULO SP",-23.5201881,-46.659075
"5846","D041301478",2729,"BAIA GRANDE, RUA",NA,"",562,"","01/04/2013 11:50",2,"CT",56,2044," "," ",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2729,"BAIA GRANDE, RUA",NA,"",95,"VILA PRUDENTE",1,0,"BAIA GRANDE, RUA 562 SAO PAULO SP",-23.6009409,-46.5708872
"5847","D041300087",5245,"CONSOLACAO, RUA DA",NA,"",1700,"","01/04/2013 11:54",4,"AT",4,2392," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5245,"CONSOLACAO, RUA DA",NA,"",26,"CONSOLACAO",2,0,"CONSOLACAO, RUA DA 1700 SAO PAULO SP",-23.5514628,-46.6570524
"5848","D041300379",10918,"JOSE DINIZ, AV VER",10586,"JOAQUIM NABUCO, RUA",0,"","01/04/2013 12:06",2,"CO",27,3321," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10586,"JOAQUIM NABUCO, RUA",10918,"JOSE DINIZ, AV VER",15,"CAMPO BELO",1,0,"JOSE DINIZ, AV VER SAO PAULO SP &  JOAQUIM NABUCO, RUA SAO PAULO SP",-23.6339852,-46.6908948
"5849","D041300516",4249,"CARDOSO DE MELO, AV DR",3031,"BEIRA RIO, RUA",0,"","01/04/2013 12:30",2,"SI",96,1458," "," ",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3031,"BEIRA RIO, RUA",4249,"CARDOSO DE MELO, AV DR",34,"ITAIM BIBI",1,0,"CARDOSO DE MELO, AV DR SAO PAULO SP &  BEIRA RIO, RUA SAO PAULO SP",-23.5987684,-46.6837077
"5850","D041302049",9044,"RAGUEB CHOHFI, AV",22427,"CONFEDERACAO DOS TAMOIOS, RUA",0,"","01/04/2013 12:40",4,"AT",49,4368," "," ",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9044,"RAGUEB CHOHFI, AV",22427,"CONFEDERACAO DOS TAMOIOS, RUA",32,"IGUATEMI",1,0,"RAGUEB CHOHFI, AV SAO PAULO SP &  CONFEDERACAO DOS TAMOIOS, RUA SAO PAULO SP",-23.5962789,-46.4358414
"5852","D041301912",16634,"ABEL TAVARES, AV",NA,"",1093,"","01/04/2013 13:02",2,"CO",62,1290,"C"," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16634,"ABEL TAVARES, AV",NA,"",28,"ERMELINO MATARA",1,0,"ABEL TAVARES, AV 1093 SAO PAULO SP",-23.4903001,-46.4697604
"5853","D041300408",2235,"ARMANDO DE ARRUDA PEREIRA, AV ENG",NA,"",400,"","01/04/2013 13:13",2,"CO",35,2901," "," ",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2235,"ARMANDO DE ARRUDA PEREIRA, AV ENG",NA,"",37,"JABAQUARA",2,0,"ARMANDO DE ARRUDA PEREIRA, AV ENG 400 SAO PAULO SP",-23.6328597,-46.6452301
"5854","D041300773",1429,"ANHANGUERA, VIA",NA,"",17000,"","01/04/2013 13:15",2,"QM",46,1555," "," ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1429,"ANHANGUERA, VIA",NA,"",73,"SAO DOMINGOS",1,0,"ANHANGUERA, VIA 17000 SAO PAULO SP",-23.4900941,-46.7665396
"5855","D041301468",27094,"SALIM FARAH MALUF, AV",NA,"",999,"","01/04/2013 13:30",4,"AT",52,982," "," ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27094,"SALIM FARAH MALUF, AV",NA,"",82,"TATUAPE",1,0,"SALIM FARAH MALUF, AV 999 SAO PAULO SP",-23.5396688,-46.5809451
"5856","D041301037",14770,"NOVA DOS PORTUGUESES, RUA",NA,"",66,"","01/04/2013 14:00",2,"CO",13,3468," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14770,"NOVA DOS PORTUGUESES, RUA",NA,"",71,"SANTANA",1,0,"NOVA DOS PORTUGUESES, RUA 66 SAO PAULO SP",-23.4962063,-46.6380652
"5857","D041301038",288,"AFONSO SCHMIDT, AL",NA,"",656,"","01/04/2013 14:00",4,"AT",13,3469," "," ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,"AFONSO SCHMIDT, AL",NA,"",71,"SANTANA",1,0,"AFONSO SCHMIDT, AL 656 SAO PAULO SP",-23.495267,-46.6353627
"5858","D041301729",13035,"MIGUEL YUNES, RUA",NA,"",545,"","01/04/2013 14:00",2,"CT",99,1478," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13035,"MIGUEL YUNES, RUA",NA,"",16,"CAMPO GRANDE",2,0,"MIGUEL YUNES, RUA 545 SAO PAULO SP",-23.6874539,-46.6875365
"5859","D041301866",18803,"TEODORO, RUA S",9624,"VICTORIO SANTIM, RUA",0,"","01/04/2013 14:00",2,"CO",32,2355," "," ",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9624,"VICTORIO SANTIM, RUA",18803,"TEODORO, RUA S",36,"ITAQUERA",2,0,"TEODORO, RUA S SAO PAULO SP &  VICTORIO SANTIM, RUA SAO PAULO SP",-23.5554372,-46.4526667
"5860","D041300086",5245,"CONSOLACAO, RUA DA",NA,"",1777,"","01/04/2013 14:22",2,"CO",4,2391," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5245,"CONSOLACAO, RUA DA",NA,"",26,"CONSOLACAO",1,0,"CONSOLACAO, RUA DA 1777 SAO PAULO SP",-23.5520161,-46.6575405
"5861","D041300650",61,"ABRAAO RIBEIRO, AV DR",NA,"",283,"","01/04/2013 14:37",4,"AT",23,1740," "," ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,"ABRAAO RIBEIRO, AV DR",NA,"",70,"SANTA CECILIA",1,0,"ABRAAO RIBEIRO, AV DR 283 SAO PAULO SP",-23.9950572,-46.4208223
"5862","D041302157",12895,"ANTONIO MARQUES JULIAO, RUA",NA,"",150,"","01/04/2013 14:40",2,"CO",70,1787," "," ",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12895,"ANTONIO MARQUES JULIAO, RUA",NA,"",74,"SAO LUCAS",2,0,"ANTONIO MARQUES JULIAO, RUA 150 SAO PAULO SP",-23.5998802,-46.5391466
"5863","D041301202",8320,"GUAPIRA, AV",NA,"",1812,"","01/04/2013 15:00",2,"CH",39,1511," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8320,"GUAPIRA, AV",NA,"",38,"JACANA",1,0,"GUAPIRA, AV 1812 SAO PAULO SP",-23.4728493,-46.5885187
"5864","D041301036",14770,"NOVA DOS PORTUGUESES, RUA",NA,"",350,"","01/04/2013 15:30",2,"CO",13,3466," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14770,"NOVA DOS PORTUGUESES, RUA",NA,"",71,"SANTANA",1,0,"NOVA DOS PORTUGUESES, RUA 350 SAO PAULO SP",-23.4948494,-46.6404282
"5865","D041300217",10528,"JOAQUIM CARLOS, RUA",NA,"",48,"","01/04/2013 15:44",2,"CO",12,1816," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10528,"JOAQUIM CARLOS, RUA",NA,"",8,"BELEM",1,0,"JOAQUIM CARLOS, RUA 48 SAO PAULO SP",-23.5359343,-46.6047815
"5866","D041302015",11936,"ALBERTO LUPO (ANTIGA R. LISBOA, RUA",NA,"",11,"","01/04/2013 15:50",2,"CO",41,1968," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11936,"ALBERTO LUPO (ANTIGA R. LISBOA, RUA",NA,"",78,"SAPOPEMBA",1,0,"ALBERTO LUPO (ANTIGA R. LISBOA, RUA 11 SAO PAULO SP",-23.5635311,-46.6768814
"5867","D041300155",3653,"BRESSER, RUA",NA,"",2500,"","01/04/2013 16:00",2,"CO",8,2364," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3653,"BRESSER, RUA",NA,"",10,"BRAS",1,0,"BRESSER, RUA 2500 SAO PAULO SP",-23.5488729,-46.6019129
"5868","D041301656",99144,"OPCAO BRASIL NATAL, RUA",NA,"",1,"","01/04/2013 16:00",4,"AT",85,1761," "," ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99144,"OPCAO BRASIL NATAL, RUA",NA,"",30,"GRAJAU",1,0,"OPCAO BRASIL NATAL, RUA 1 SAO PAULO SP",-23.7632286,-46.6978695
"5869","D041300476",9294,"JOAO JOSE DA SILVA, RUA",NA,"",300,"","01/04/2013 16:23",2,"QF",83,790," "," ",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9294,"JOAO JOSE DA SILVA, RUA",NA,"",69,"SACOMA",1,0,"JOAO JOSE DA SILVA, RUA 300 SAO PAULO SP",-23.6484085,-46.6054705
"5870","D041300497",5762,"DELAMARE, AV ALM",NA,"",1800,"","01/04/2013 16:30",2,"QM",95,1727," "," ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5762,"DELAMARE, AV ALM",NA,"",33,"IPIRANGA",1,0,"DELAMARE, AV ALM 1800 SAO PAULO SP",-23.609713,-46.5896168
"5871","D041300437",19764,"VINTE E TRES DE MAIO, AV",3274,"BERNARDINO DE CAMPOS, AV",0,"","01/04/2013 16:30",2,"CT",36,1461," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3274,"BERNARDINO DE CAMPOS, AV",19764,"VINTE E TRES DE MAIO, AV",NA,"",1,0,"VINTE E TRES DE MAIO, AV SAO PAULO SP &  BERNARDINO DE CAMPOS, AV SAO PAULO SP",-23.5834995,-46.6524613
"5872","D041301535",1085,"AMERICO BRASILIENSE, RUA",NA,"",1550,"","01/04/2013 16:40",2,"CT",11,3558," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085,"AMERICO BRASILIENSE, RUA",NA,"",72,"SANTO AMARO",1,0,"AMERICO BRASILIENSE, RUA 1550 SAO PAULO SP",-23.6315513,-46.7016542
"5873","D041301446",24338,"LUIZ IGNACIO ANHAIA MELLO, AV PROF",18389,"MANUEL DA COSTA, RUA",0,"","01/04/2013 17:15",2,"CO",42,1175," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18389,"MANUEL DA COSTA, RUA",24338,"LUIZ IGNACIO ANHAIA MELLO, AV PROF",NA,"",1,0,"LUIZ IGNACIO ANHAIA MELLO, AV PROF SAO PAULO SP &  MANUEL DA COSTA, RUA SAO PAULO SP",-23.5827842,-46.565808
"5874","D041301381",18454,"SOUSA BANDEIRA, AV",44742,"BERNARDINO BRITO FONSECA DE CA, AV",0,"","01/04/2013 17:17",2,"CO",21,1101," "," ",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18454,"SOUSA BANDEIRA, AV",44742,"BERNARDINO BRITO FONSECA DE CA, AV",93,"VILA MATILDE",1,0,"SOUSA BANDEIRA, AV SAO PAULO SP &  BERNARDINO BRITO FONSECA DE CA, AV SAO PAULO SP",-23.5462024,-46.5013255
"5875","D041302120",17135,"RIO DAS PEDRAS, AV",NA,"",3343,"","01/04/2013 17:30",2,"CO",66,1486," "," ",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17135,"RIO DAS PEDRAS, AV",NA,"",27,"CURSINO",1,0,"RIO DAS PEDRAS, AV 3343 SAO PAULO SP",-23.5802217,-46.500611
"5876","D041302009",38984,"PORFIRIO DA PAZ, AV GAL",NA,"",1745,"","01/04/2013 17:30",4,"AT",41,1722," "," ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38984,"PORFIRIO DA PAZ, AV GAL",NA,"",78,"SAPOPEMBA",1,0,"PORFIRIO DA PAZ, AV GAL 1745 SAO PAULO SP",-23.5956621,-46.5141013
"5877","D041301627",60544,"JOSE ALVES DA SILVA, RUA",NA,"",200,"","01/04/2013 17:30",2,"QM",47,5214," "," ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60544,"JOSE ALVES DA SILVA, RUA",NA,"",29,"FREGUESIA DO O",1,0,"JOSE ALVES DA SILVA, RUA 200 SAO PAULO SP",-23.6981468,-46.7796585
"5878","D041301216",36061,"LUIZ DUMONT VILLARES, AV",NA,"",1859,"","01/04/2013 17:40",2,"CO",39,3294," "," ",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36061,"LUIZ DUMONT VILLARES, AV",NA,"",22,"CIDADE ADEMAR",1,0,"LUIZ DUMONT VILLARES, AV 1859 SAO PAULO SP",-23.4860607,-46.6086601
"5879","D041300373",19931,"WASHINGTON LUIS, AV",NA,"",3480,"","01/04/2013 18:20",4,"AT",27,5519," "," ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19931,"WASHINGTON LUIS, AV",NA,"",30,"GRAJAU",1,0,"WASHINGTON LUIS, AV 3480 SAO PAULO SP",-23.6534615,-46.6801143
"5880","D041301148",5947,"EDGAR FACO, AV GAL",NA,"",1418,"","01/04/2013 18:30",2,"CT",28,3483," "," ",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5947,"EDGAR FACO, AV GAL",NA,"",64,"PIRITUBA",1,0,"EDGAR FACO, AV GAL 1418 SAO PAULO SP",-23.4943669,-46.7087217
"5881","D041301610",4975,"HENRIQUE SAM MINDLIN, RUA",NA,"",1,"","01/04/2013 18:40",2,"QM",47,4103," "," ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4975,"HENRIQUE SAM MINDLIN, RUA",NA,"",19,"CAPAO REDONDO",2,0,"HENRIQUE SAM MINDLIN, RUA 1 SAO PAULO SP",-23.6783599,-46.7767223
"5882","D041301769",12403,"M'BOI MIRIM, ES",NA,"",8000,"","01/04/2013 18:50",4,"AT",100,4025," "," ",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12403,"M'BOI MIRIM, ES",NA,"",42,"JARDIM ANGELA",1,0,"M'BOI MIRIM, ES 8000 SAO PAULO SP",-23.5505199,-46.6333094
"5883","D041301455",24338,"LUIZ IGNACIO ANHAIA MELLO, AV PROF",NA,"",4703,"","01/04/2013 18:51",2,"CH",42,2021," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24338,"LUIZ IGNACIO ANHAIA MELLO, AV PROF",NA,"",26,"CONSOLACAO",1,0,"LUIZ IGNACIO ANHAIA MELLO, AV PROF 4703 SAO PAULO SP",-23.5850557,-46.5485386
"5884","D041300198",6642,"ESTADO, AV DO",NA,"",6945,"","01/04/2013 19:25",2,"SI",6,2367," "," ",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6642,"ESTADO, AV DO",NA,"",9,"BOM RETIRO",1,0,"ESTADO, AV DO 6945 SAO PAULO SP",-23.5471742,-46.6294314
"5885","D041300254",16321,"PIRACICABA, AL BR DE",NA,"",209,"","01/04/2013 19:30",4,"AT",77,1360," "," ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16321,"PIRACICABA, AL BR DE",NA,"",11,"BRASILANDIA",1,0,"PIRACICABA, AL BR DE 209 SAO PAULO SP",-23.5344345,-46.64272
"5886","D041301770",5379,"CORREIA PAMPLONA, RUA",62251,"INACIO COUTO, RUA",0,"","01/04/2013 19:30",4,"AT",100,40284," "," ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5379,"CORREIA PAMPLONA, RUA",62251,"INACIO COUTO, RUA",42,"JARDIM ANGELA",1,0,"CORREIA PAMPLONA, RUA SAO PAULO SP &  INACIO COUTO, RUA SAO PAULO SP",-23.7186972,-46.7687386
"5887","D041301341",954,"AMADOR BUENO DA VEIGA, AV",NA,"",617,"","01/04/2013 19:38",4,"AT",10,23625,"B"," ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954,"AMADOR BUENO DA VEIGA, AV",NA,"",60,"PENHA",1,0,"AMADOR BUENO DA VEIGA, AV 617 SAO PAULO SP",-23.5220995,-46.5388618
"5888","D041300760",20956,"NINA STOCCO, RUA PROFA",NA,"",1350,"","01/04/2013 20:00",4,"AT",37,2609," "," ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20956,"NINA STOCCO, RUA PROFA",NA,"",29,"FREGUESIA DO O",1,0,"NINA STOCCO, RUA PROFA 1350 SAO PAULO SP",-23.6365248,-46.7599689
"5889","D041301918",20990,"ANTONIO DE CASTRO LOPES, RUA PROF",NA,"",1301,"","01/04/2013 20:45",2,"CO",62,3354," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20990,"ANTONIO DE CASTRO LOPES, RUA PROF",NA,"",49,"LIBERDADE",1,0,"ANTONIO DE CASTRO LOPES, RUA PROF 1301 SAO PAULO SP",-23.4950642,-46.4798758
"5893","D041300462",5570,"CUBATAO, RUA",271,"AFONSO DE FREITAS, RUA",0,"","02/04/2013 00:33",2,"CO",36,3340," "," ",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,"AFONSO DE FREITAS, RUA",5570,"CUBATAO, RUA",92,"VILA MARIANA",2,0,"CUBATAO, RUA SAO PAULO SP &  AFONSO DE FREITAS, RUA SAO PAULO SP",-23.8821422,-46.4186933
"5894","D041300689",35449,"BANDEIRANTES, VIA DOS",NA,"",15,"","02/04/2013 02:10",2,"CT",33,2988," "," ",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35449,"BANDEIRANTES, VIA DOS",NA,"",64,"PIRITUBA",1,0,"BANDEIRANTES, VIA DOS 15 SAO PAULO SP",-23.5984716,-46.6879815
"5895","D041301669",20062,"NERIO NUNES, RUA DR",NA,"",253,"","02/04/2013 05:25",2,"CH",92,2096," "," ",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20062,"NERIO NUNES, RUA DR",NA,"",29,"FREGUESIA DO O",2,0,"NERIO NUNES, RUA DR 253 SAO PAULO SP",-23.6565498,-46.7589892
"5896","D041300477",13915,"MIGUEL ESTEFANO, AV",NA,"",10,"","02/04/2013 06:00",2,"CH",83,792,"C"," ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13915,"MIGUEL ESTEFANO, AV",NA,"",27,"CURSINO",1,0,"MIGUEL ESTEFANO, AV 10 SAO PAULO SP",-23.6193352,-46.639253
